1548099531.209,434426125,25316,/bin/systemd-tty-ask-password-agent,close,/proc/filesystems
1548099531.209,434426129,25316,/bin/systemd-tty-ask-password-agent,close,/proc/self/stat
1548099531.209,434426137,25316,/bin/systemd-tty-ask-password-agent,close,/run/systemd/ask-password
1548100262.346,434580574,25424,/lib/systemd/systemd-udevd,close,/proc/cmdline
1548100262.346,434580581,25428,/lib/systemd/systemd-udevd,close,/proc/cmdline
1548100262.346,434580584,25426,/sbin/audispd,close,/proc/sys/vm/overcommit_memory
1548100262.346,434580595,25420,/lib/systemd/systemd-udevd,close,/sys/devices/virtual/dmi/id/sys_vendor
1548100262.35,434580609,25427,/lib/systemd/systemd-udevd,close,/sys/devices/virtual/dmi/id/sys_vendor
1548100262.35,434580610,25429,/lib/systemd/systemd-udevd,close,/sys/devices/virtual/dmi/id/sys_vendor
1548100262.35,434580626,25430,/lib/systemd/systemd-udevd,close,/sys/devices/virtual/dmi/id/sys_vendor
1548100262.35,434580636,25420,/lib/systemd/systemd-udevd,close,/proc/cmdline
1548100262.35,434580645,25429,/lib/systemd/systemd-udevd,close,/proc/cmdline
1548100262.35,434580646,25430,/lib/systemd/systemd-udevd,close,/proc/cmdline
1548100262.35,434580648,25422,/lib/systemd/systemd-cgroups-agent,close,stdout
1548100262.35,434580654,25427,/lib/systemd/systemd-udevd,close,/proc/cmdline
1548100265.998,434580824,2627,/usr/sbin/irqbalance,close,/proc/interrupts
1548100265.998,434580828,2627,/usr/sbin/irqbalance,close,/proc/stat
1548100267.37,434580865,3140,/usr/bin/perl,close,stdout
1548100267.37,434580866,3140,/usr/bin/perl,close,stdin
1548100267.37,434580868,3140,/usr/bin/perl,write,stdin
1548100274.134,434581077,25379,/bin/bash,write,stderr
1548100275.558,434581226,25434,/usr/bin/sudo,close,/etc/ld.so.cache
1548100275.558,434581229,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libaudit.so.1
1548100275.558,434581233,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libselinux.so.1
1548100275.558,434581237,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libutil.so.1
1548100275.562,434581240,25434,/usr/bin/sudo,close,/usr/lib/sudo/libsudo_util.so.0
1548100275.562,434581244,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libc.so.6
1548100275.562,434581248,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libpcre.so.3
1548100275.562,434581252,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libdl.so.2
1548100275.562,434581256,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libpthread.so.0
1548100275.562,434581260,25434,/usr/bin/sudo,close,/proc/filesystems
1548100275.562,434581262,25434,/usr/bin/sudo,close,/usr/lib/locale/locale-archive
1548100275.562,434581266,25434,/usr/bin/sudo,close,/etc/localtime
1548100275.562,434581268,25434,/usr/bin/sudo,close,/dev/tty
1548100275.562,434581274,25434,/usr/bin/sudo,close,/etc/nsswitch.conf
1548100275.562,434581280,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libnss_compat.so.2
1548100275.562,434581284,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libnsl.so.1
1548100275.562,434581290,25434,/usr/bin/sudo,close,/lib/x86_64-linux-gnu/libnss_nis.so.2
